t1,t2
"Root_weight, Stress_Shoot_Na+, Lost_Chlorophyll_A",45.5
"Root_weight, Stress_Shoot_Na+, Lost_Chlorophyll_B",43.2
"Root_weight, Stress_Shoot_Na+, Seed_volume",45.6
"Root_weight, Stress_Shoot_Na+, Seed_density",38
"Root_weight, Stress_Shoot_K+, SES",44.7
"Root_weight, Stress_Shoot_K+, Stress_Chlorophyll_A",47.1
"Root_weight, Stress_Shoot_K+, Stress_Chlorophyll_B",46.3
"Root_weight, Stress_Shoot_K+, Width_WO_husk",35.3
"Root_weight, Stress_Shoot_K+, Length_WO_husk",43.1
"Root_weight, Stress_Shoot_K+, Height_WO_husk",40.9
"Root_weight, Stress_Shoot_K+, Seed_Weight",44.3
"Root_weight, Stress_Shoot_K+, Root_thickness",59.2
"Root_weight, Stress_Shoot_K+, Shoot_thickness",56
"Root_weight, Stress_Shoot_K+, Stress_Root_thickness",45.9
"Root_weight, Stress_Shoot_K+, Stress_Shoot_thickness",49
"Root_weight, Stress_Shoot_K+, Lost_Root_weight",55.1
"Root_weight, Stress_Shoot_K+, Lost_Shoot_weight",53
"Root_weight, Stress_Shoot_K+, Lost_Root_length",37.2
"Root_weight, Stress_Shoot_K+, Lost_Shoot_length",44.6
"Root_weight, Stress_Shoot_K+, Lost_Root_thickness",52.1
"Root_weight, Stress_Shoot_K+, Lost_Shoot_thickness",44.8
"Root_weight, Stress_Shoot_K+, Lost_Chlorophyll_A",39.5
"Root_weight, Stress_Shoot_K+, Lost_Chlorophyll_B",37.3
"Root_weight, Stress_Shoot_K+, Seed_volume",43
"Root_weight, Stress_Shoot_K+, Seed_density",35.5
"Root_weight, SES, Stress_Chlorophyll_A",68.6
"Root_weight, SES, Stress_Chlorophyll_B",66.3
"Root_weight, SES, Width_WO_husk",46.6
"Root_weight, SES, Length_WO_husk",52.1
"Root_weight, SES, Height_WO_husk",51.1
"Root_weight, SES, Seed_Weight",55.6
"Root_weight, SES, Root_thickness",67.8
"Root_weight, SES, Shoot_thickness",64.2
"Root_weight, SES, Stress_Root_thickness",64.6
"Root_weight, SES, Stress_Shoot_thickness",70.8
"Root_weight, SES, Lost_Root_weight",55.4
"Root_weight, SES, Lost_Shoot_weight",54.8
"Root_weight, SES, Lost_Root_length",46.2
"Root_weight, SES, Lost_Shoot_length",47.8
"Root_weight, SES, Lost_Root_thickness",54.6
"Root_weight, SES, Lost_Shoot_thickness",46
"Root_weight, SES, Lost_Chlorophyll_A",63.1
"Root_weight, SES, Lost_Chlorophyll_B",59.1
"Root_weight, SES, Seed_volume",53.7
"Root_weight, SES, Seed_density",46
"Root_weight, Stress_Chlorophyll_A, Stress_Chlorophyll_B",74.6
"Root_weight, Stress_Chlorophyll_A, Width_WO_husk",47.7
"Root_weight, Stress_Chlorophyll_A, Length_WO_husk",54.9
"Root_weight, Stress_Chlorophyll_A, Height_WO_husk",51
"Root_weight, Stress_Chlorophyll_A, Seed_Weight",55.7
"Root_weight, Stress_Chlorophyll_A, Root_thickness",70.2
"Root_weight, Stress_Chlorophyll_A, Shoot_thickness",66.4
"Root_weight, Stress_Chlorophyll_A, Stress_Root_thickness",64.2
"Root_weight, Stress_Chlorophyll_A, Stress_Shoot_thickness",71.2
"Root_weight, Stress_Chlorophyll_A, Lost_Root_weight",57.1
"Root_weight, Stress_Chlorophyll_A, Lost_Shoot_weight",57
"Root_weight, Stress_Chlorophyll_A, Lost_Root_length",48.6
"Root_weight, Stress_Chlorophyll_A, Lost_Shoot_length",49.7
"Root_weight, Stress_Chlorophyll_A, Lost_Root_thickness",57.6
"Root_weight, Stress_Chlorophyll_A, Lost_Shoot_thickness",48.1
"Root_weight, Stress_Chlorophyll_A, Lost_Chlorophyll_A",68.6
"Root_weight, Stress_Chlorophyll_A, Lost_Chlorophyll_B",64.7
"Root_weight, Stress_Chlorophyll_A, Seed_volume",53.9
"Root_weight, Stress_Chlorophyll_A, Seed_density",48.2
"Root_weight, Stress_Chlorophyll_B, Width_WO_husk",46.8
"Root_weight, Stress_Chlorophyll_B, Length_WO_husk",54.2
"Root_weight, Stress_Chlorophyll_B, Height_WO_husk",49.8
"Root_weight, Stress_Chlorophyll_B, Seed_Weight",54.8
"Root_weight, Stress_Chlorophyll_B, Root_thickness",69.1
"Root_weight, Stress_Chlorophyll_B, Shoot_thickness",65.5
"Root_weight, Stress_Chlorophyll_B, Stress_Root_thickness",63.1
"Root_weight, Stress_Chlorophyll_B, Stress_Shoot_thickness",68.9
"Root_weight, Stress_Chlorophyll_B, Lost_Root_weight",56.5
"Root_weight, Stress_Chlorophyll_B, Lost_Shoot_weight",56.7
"Root_weight, Stress_Chlorophyll_B, Lost_Root_length",47.2
"Root_weight, Stress_Chlorophyll_B, Lost_Shoot_length",49
"Root_weight, Stress_Chlorophyll_B, Lost_Root_thickness",56.5
"Root_weight, Stress_Chlorophyll_B, Lost_Shoot_thickness",47.4
"Root_weight, Stress_Chlorophyll_B, Lost_Chlorophyll_A",66.7
"Root_weight, Stress_Chlorophyll_B, Lost_Chlorophyll_B",64.7
"Root_weight, Stress_Chlorophyll_B, Seed_volume",52.9
"Root_weight, Stress_Chlorophyll_B, Seed_density",47.3
"Root_weight, Width_WO_husk, Length_WO_husk",45.3
"Root_weight, Width_WO_husk, Height_WO_husk",59.4
"Root_weight, Width_WO_husk, Seed_Weight",57.8
"Root_weight, Width_WO_husk, Root_thickness",59.5
"Root_weight, Width_WO_husk, Shoot_thickness",56.6
"Root_weight, Width_WO_husk, Stress_Root_thickness",47.2
"Root_weight, Width_WO_husk, Stress_Shoot_thickness",51
"Root_weight, Width_WO_husk, Lost_Root_weight",54.8
"Root_weight, Width_WO_husk, Lost_Shoot_weight",52.7
"Root_weight, Width_WO_husk, Lost_Root_length",41.1
"Root_weight, Width_WO_husk, Lost_Shoot_length",44.1
"Root_weight, Width_WO_husk, Lost_Root_thickness",52.7
"Root_weight, Width_WO_husk, Lost_Shoot_thickness",44.4
"Root_weight, Width_WO_husk, Lost_Chlorophyll_A",40.8
"Root_weight, Width_WO_husk, Lost_Chlorophyll_B",38.6
"Root_weight, Width_WO_husk, Seed_volume",60.2
"Root_weight, Width_WO_husk, Seed_density",45.5
"Root_weight, Length_WO_husk, Height_WO_husk",44.4
"Root_weight, Length_WO_husk, Seed_Weight",58.1
"Root_weight, Length_WO_husk, Root_thickness",67.4
"Root_weight, Length_WO_husk, Shoot_thickness",62.4
"Root_weight, Length_WO_husk, Stress_Root_thickness",53
"Root_weight, Length_WO_husk, Stress_Shoot_thickness",56.4
"Root_weight, Length_WO_husk, Lost_Root_weight",59.3
"Root_weight, Length_WO_husk, Lost_Shoot_weight",58.2
"Root_weight, Length_WO_husk, Lost_Root_length",43.3
"Root_weight, Length_WO_husk, Lost_Shoot_length",48.8
"Root_weight, Length_WO_husk, Lost_Root_thickness",59.8
"Root_weight, Length_WO_husk, Lost_Shoot_thickness",50.4
"Root_weight, Length_WO_husk, Lost_Chlorophyll_A",49.2
"Root_weight, Length_WO_husk, Lost_Chlorophyll_B",48.2
"Root_weight, Length_WO_husk, Seed_volume",55.8
"Root_weight, Length_WO_husk, Seed_density",44
"Root_weight, Height_WO_husk, Seed_Weight",61.7
"Root_weight, Height_WO_husk, Root_thickness",60.7
"Root_weight, Height_WO_husk, Shoot_thickness",60.1
"Root_weight, Height_WO_husk, Stress_Root_thickness",51.4
"Root_weight, Height_WO_husk, Stress_Shoot_thickness",55.7
"Root_weight, Height_WO_husk, Lost_Root_weight",55.5
"Root_weight, Height_WO_husk, Lost_Shoot_weight",55
"Root_weight, Height_WO_husk, Lost_Root_length",42.1
"Root_weight, Height_WO_husk, Lost_Shoot_length",46.3
"Root_weight, Height_WO_husk, Lost_Root_thickness",52.2
"Root_weight, Height_WO_husk, Lost_Shoot_thickness",46.4
"Root_weight, Height_WO_husk, Lost_Chlorophyll_A",44.4
"Root_weight, Height_WO_husk, Lost_Chlorophyll_B",41.5
"Root_weight, Height_WO_husk, Seed_volume",64.2
"Root_weight, Height_WO_husk, Seed_density",48.1
"Root_weight, Seed_Weight, Root_thickness",64.6
"Root_weight, Seed_Weight, Shoot_thickness",64.5
"Root_weight, Seed_Weight, Stress_Root_thickness",55.9
"Root_weight, Seed_Weight, Stress_Shoot_thickness",60.1
"Root_weight, Seed_Weight, Lost_Root_weight",58.2
"Root_weight, Seed_Weight, Lost_Shoot_weight",58.9
"Root_weight, Seed_Weight, Lost_Root_length",45.7
"Root_weight, Seed_Weight, Lost_Shoot_length",49.7
"Root_weight, Seed_Weight, Lost_Root_thickness",55.3
"Root_weight, Seed_Weight, Lost_Shoot_thickness",50.3
"Root_weight, Seed_Weight, Lost_Chlorophyll_A",49.6
"Root_weight, Seed_Weight, Lost_Chlorophyll_B",47.4
"Root_weight, Seed_Weight, Seed_volume",70.2
"Root_weight, Seed_Weight, Seed_density",44.8
"Root_weight, Root_thickness, Shoot_thickness",79.1
"Root_weight, Root_thickness, Stress_Root_thickness",70.7
"Root_weight, Root_thickness, Stress_Shoot_thickness",72.2
"Root_weight, Root_thickness, Lost_Root_weight",76.5
"Root_weight, Root_thickness, Lost_Shoot_weight",74.1
"Root_weight, Root_thickness, Lost_Root_length",59.5
"Root_weight, Root_thickness, Lost_Shoot_length",64.5
"Root_weight, Root_thickness, Lost_Root_thickness",79.9
"Root_weight, Root_thickness, Lost_Shoot_thickness",65.5
"Root_weight, Root_thickness, Lost_Chlorophyll_A",63.5
"Root_weight, Root_thickness, Lost_Chlorophyll_B",61.5
"Root_weight, Root_thickness, Seed_volume",63.3
"Root_weight, Root_thickness, Seed_density",59.7
"Root_weight, Shoot_thickness, Stress_Root_thickness",65.3
"Root_weight, Shoot_thickness, Stress_Shoot_thickness",70.7
"Root_weight, Shoot_thickness, Lost_Root_weight",72
"Root_weight, Shoot_thickness, Lost_Shoot_weight",78.4
"Root_weight, Shoot_thickness, Lost_Root_length",56.7
"Root_weight, Shoot_thickness, Lost_Shoot_length",61
"Root_weight, Shoot_thickness, Lost_Root_thickness",70
"Root_weight, Shoot_thickness, Lost_Shoot_thickness",71.4
"Root_weight, Shoot_thickness, Lost_Chlorophyll_A",59.1
"Root_weight, Shoot_thickness, Lost_Chlorophyll_B",57.4
"Root_weight, Shoot_thickness, Seed_volume",63.2
"Root_weight, Shoot_thickness, Seed_density",56.2
"Root_weight, Stress_Root_thickness, Stress_Shoot_thickness",69.7
"Root_weight, Stress_Root_thickness, Lost_Root_weight",55.1
"Root_weight, Stress_Root_thickness, Lost_Shoot_weight",56.6
"Root_weight, Stress_Root_thickness, Lost_Root_length",48.6
"Root_weight, Stress_Root_thickness, Lost_Shoot_length",50.7
"Root_weight, Stress_Root_thickness, Lost_Root_thickness",53
"Root_weight, Stress_Root_thickness, Lost_Shoot_thickness",47.6
"Root_weight, Stress_Root_thickness, Lost_Chlorophyll_A",57.5
"Root_weight, Stress_Root_thickness, Lost_Chlorophyll_B",55.5
"Root_weight, Stress_Root_thickness, Seed_volume",53.8
"Root_weight, Stress_Root_thickness, Seed_density",47.8
"Root_weight, Stress_Shoot_thickness, Lost_Root_weight",57.5
"Root_weight, Stress_Shoot_thickness, Lost_Shoot_weight",58.2
"Root_weight, Stress_Shoot_thickness, Lost_Root_length",50.4
"Root_weight, Stress_Shoot_thickness, Lost_Shoot_length",51.5
"Root_weight, Stress_Shoot_thickness, Lost_Root_thickness",57.6
"Root_weight, Stress_Shoot_thickness, Lost_Shoot_thickness",50
"Root_weight, Stress_Shoot_thickness, Lost_Chlorophyll_A",64.5
"Root_weight, Stress_Shoot_thickness, Lost_Chlorophyll_B",60.4
"Root_weight, Stress_Shoot_thickness, Seed_volume",58.4
"Root_weight, Stress_Shoot_thickness, Seed_density",50.1
"Root_weight, Lost_Root_weight, Lost_Shoot_weight",75.2
"Root_weight, Lost_Root_weight, Lost_Root_length",59
"Root_weight, Lost_Root_weight, Lost_Shoot_length",65.3
"Root_weight, Lost_Root_weight, Lost_Root_thickness",76.9
"Root_weight, Lost_Root_weight, Lost_Shoot_thickness",68.4
"Root_weight, Lost_Root_weight, Lost_Chlorophyll_A",54.4
"Root_weight, Lost_Root_weight, Lost_Chlorophyll_B",54.7
"Root_weight, Lost_Root_weight, Seed_volume",57.4
"Root_weight, Lost_Root_weight, Seed_density",55
"Root_weight, Lost_Shoot_weight, Lost_Root_length",56
"Root_weight, Lost_Shoot_weight, Lost_Shoot_length",67
"Root_weight, Lost_Shoot_weight, Lost_Root_thickness",70.1
"Root_weight, Lost_Shoot_weight, Lost_Shoot_thickness",73.7
"Root_weight, Lost_Shoot_weight, Lost_Chlorophyll_A",52.6
"Root_weight, Lost_Shoot_weight, Lost_Chlorophyll_B",52.8
"Root_weight, Lost_Shoot_weight, Seed_volume",57.6
"Root_weight, Lost_Shoot_weight, Seed_density",52.8
"Root_weight, Lost_Root_length, Lost_Shoot_length",53.5
"Root_weight, Lost_Root_length, Lost_Root_thickness",52.4
"Root_weight, Lost_Root_length, Lost_Shoot_thickness",48.6
"Root_weight, Lost_Root_length, Lost_Chlorophyll_A",44.7
"Root_weight, Lost_Root_length, Lost_Chlorophyll_B",41.4
"Root_weight, Lost_Root_length, Seed_volume",44.2
"Root_weight, Lost_Root_length, Seed_density",38.5
"Root_weight, Lost_Shoot_length, Lost_Root_thickness",58.4
"Root_weight, Lost_Shoot_length, Lost_Shoot_thickness",54
"Root_weight, Lost_Shoot_length, Lost_Chlorophyll_A",44
"Root_weight, Lost_Shoot_length, Lost_Chlorophyll_B",44.3
"Root_weight, Lost_Shoot_length, Seed_volume",48.3
"Root_weight, Lost_Shoot_length, Seed_density",44.6
"Root_weight, Lost_Root_thickness, Lost_Shoot_thickness",63.6
"Root_weight, Lost_Root_thickness, Lost_Chlorophyll_A",52.6
"Root_weight, Lost_Root_thickness, Lost_Chlorophyll_B",51.7
"Root_weight, Lost_Root_thickness, Seed_volume",54.4
"Root_weight, Lost_Root_thickness, Seed_density",52.1
"Root_weight, Lost_Shoot_thickness, Lost_Chlorophyll_A",47
"Root_weight, Lost_Shoot_thickness, Lost_Chlorophyll_B",47.6
"Root_weight, Lost_Shoot_thickness, Seed_volume",49.1
"Root_weight, Lost_Shoot_thickness, Seed_density",44.8
"Root_weight, Lost_Chlorophyll_A, Lost_Chlorophyll_B",66.6
"Root_weight, Lost_Chlorophyll_A, Seed_volume",47.8
"Root_weight, Lost_Chlorophyll_A, Seed_density",42.1
"Root_weight, Lost_Chlorophyll_B, Seed_volume",45.5
"Root_weight, Lost_Chlorophyll_B, Seed_density",40.5
"Root_weight, Seed_volume, Seed_density",47.3
"Shoot_weight, Root_length, Shoot_length",66.9
"Shoot_weight, Root_length, Root_Na+",48.9
"Shoot_weight, Root_length, Root_K+",47.3
"Shoot_weight, Root_length, Shoot_Na+",46.8
"Shoot_weight, Root_length, Shoot_K+",47.7
"Shoot_weight, Root_length, Chlorophyll_A",56.7
"Shoot_weight, Root_length, Chlorophyll_B",54.3
"Shoot_weight, Root_length, Stress_Root_weight",61.5
"Shoot_weight, Root_length, Stress_Shoot_weight",61.3
"Shoot_weight, Root_length, Stress_Root_length",60.3
"Shoot_weight, Root_length, Stress_Shoot_length",58.8
"Shoot_weight, Root_length, Stress_Root_Na+",48.4
"Shoot_weight, Root_length, Stress_Root_K+",48
"Shoot_weight, Root_length, Stress_Shoot_Na+",46.8
"Shoot_weight, Root_length, Stress_Shoot_K+",46.7
"Shoot_weight, Root_length, SES",54.3
"Shoot_weight, Root_length, Stress_Chlorophyll_A",55.2
"Shoot_weight, Root_length, Stress_Chlorophyll_B",54.9
"Shoot_weight, Root_length, Width_WO_husk",51.7
"Shoot_weight, Root_length, Length_WO_husk",48.7
"Shoot_weight, Root_length, Height_WO_husk",55.6
"Shoot_weight, Root_length, Seed_Weight",56.9
"Shoot_weight, Root_length, Root_thickness",57.8
"Shoot_weight, Root_length, Shoot_thickness",70.9
"Shoot_weight, Root_length, Stress_Root_thickness",52.8
"Shoot_weight, Root_length, Stress_Shoot_thickness",58.8
"Shoot_weight, Root_length, Lost_Root_weight",58.2
"Shoot_weight, Root_length, Lost_Shoot_weight",67.8
"Shoot_weight, Root_length, Lost_Root_length",53.2
"Shoot_weight, Root_length, Lost_Shoot_length",55.9
"Shoot_weight, Root_length, Lost_Root_thickness",50.4
"Shoot_weight, Root_length, Lost_Shoot_thickness",58.5
"Shoot_weight, Root_length, Lost_Chlorophyll_A",47.9
"Shoot_weight, Root_length, Lost_Chlorophyll_B",47.1
"Shoot_weight, Root_length, Seed_volume",56
"Shoot_weight, Root_length, Seed_density",46.5
"Shoot_weight, Shoot_length, Root_Na+",58.6
"Shoot_weight, Shoot_length, Root_K+",59.3
"Shoot_weight, Shoot_length, Shoot_Na+",58
"Shoot_weight, Shoot_length, Shoot_K+",59.4
"Shoot_weight, Shoot_length, Chlorophyll_A",69.3
"Shoot_weight, Shoot_length, Chlorophyll_B",66.4
"Shoot_weight, Shoot_length, Stress_Root_weight",71.7
"Shoot_weight, Shoot_length, Stress_Shoot_weight",75.3
"Shoot_weight, Shoot_length, Stress_Root_length",64.3
"Shoot_weight, Shoot_length, Stress_Shoot_length",76.2
"Shoot_weight, Shoot_length, Stress_Root_Na+",59.1
"Shoot_weight, Shoot_length, Stress_Root_K+",58.3
"Shoot_weight, Shoot_length, Stress_Shoot_Na+",59.4
"Shoot_weight, Shoot_length, Stress_Shoot_K+",58
"Shoot_weight, Shoot_length, SES",67.1
"Shoot_weight, Shoot_length, Stress_Chlorophyll_A",69.4
"Shoot_weight, Shoot_length, Stress_Chlorophyll_B",68.9
"Shoot_weight, Shoot_length, Width_WO_husk",58.7
"Shoot_weight, Shoot_length, Length_WO_husk",62.9
"Shoot_weight, Shoot_length, Height_WO_husk",63.1
"Shoot_weight, Shoot_length, Seed_Weight",66.1
"Shoot_weight, Shoot_length, Root_thickness",75.8
"Shoot_weight, Shoot_length, Shoot_thickness",79.2
"Shoot_weight, Shoot_length, Stress_Root_thickness",67.2
"Shoot_weight, Shoot_length, Stress_Shoot_thickness",70.1
"Shoot_weight, Shoot_length, Lost_Root_weight",67.5
"Shoot_weight, Shoot_length, Lost_Shoot_weight",79.6
"Shoot_weight, Shoot_length, Lost_Root_length",58.2
"Shoot_weight, Shoot_length, Lost_Shoot_length",72.2
"Shoot_weight, Shoot_length, Lost_Root_thickness",66.8
"Shoot_weight, Shoot_length, Lost_Shoot_thickness",66
"Shoot_weight, Shoot_length, Lost_Chlorophyll_A",60.8
"Shoot_weight, Shoot_length, Lost_Chlorophyll_B",59.7
"Shoot_weight, Shoot_length, Seed_volume",64.9
"Shoot_weight, Shoot_length, Seed_density",57.9
"Shoot_weight, Root_Na+, Root_K+",40.2
"Shoot_weight, Root_Na+, Shoot_Na+",39
"Shoot_weight, Root_Na+, Shoot_K+",41.3
"Shoot_weight, Root_Na+, Chlorophyll_A",49.5
"Shoot_weight, Root_Na+, Chlorophyll_B",48.4
"Shoot_weight, Root_Na+, Stress_Root_weight",52.1
"Shoot_weight, Root_Na+, Stress_Shoot_weight",54.8
"Shoot_weight, Root_Na+, Stress_Root_length",44.6
"Shoot_weight, Root_Na+, Stress_Shoot_length",51.4
"Shoot_weight, Root_Na+, Stress_Root_Na+",39.7
"Shoot_weight, Root_Na+, Stress_Root_K+",38.7
"Shoot_weight, Root_Na+, Stress_Shoot_Na+",39
"Shoot_weight, Root_Na+, Stress_Shoot_K+",38.3
"Shoot_weight, Root_Na+, SES",46.8
"Shoot_weight, Root_Na+, Stress_Chlorophyll_A",50.1
"Shoot_weight, Root_Na+, Stress_Chlorophyll_B",50.4
"Shoot_weight, Root_Na+, Width_WO_husk",43.3
"Shoot_weight, Root_Na+, Length_WO_husk",45.6
"Shoot_weight, Root_Na+, Height_WO_husk",46.6
"Shoot_weight, Root_Na+, Seed_Weight",50.2
"Shoot_weight, Root_Na+, Root_thickness",56.8
"Shoot_weight, Root_Na+, Shoot_thickness",64.8
"Shoot_weight, Root_Na+, Stress_Root_thickness",48.9
"Shoot_weight, Root_Na+, Stress_Shoot_thickness",52.7
"Shoot_weight, Root_Na+, Lost_Root_weight",49.8
"Shoot_weight, Root_Na+, Lost_Shoot_weight",61.3
"Shoot_weight, Root_Na+, Lost_Root_length",40.3
"Shoot_weight, Root_Na+, Lost_Shoot_length",48.2
"Shoot_weight, Root_Na+, Lost_Root_thickness",48.3
"Shoot_weight, Root_Na+, Lost_Shoot_thickness",52.2
"Shoot_weight, Root_Na+, Lost_Chlorophyll_A",42.3
"Shoot_weight, Root_Na+, Lost_Chlorophyll_B",41.2
"Shoot_weight, Root_Na+, Seed_volume",49.8
"Shoot_weight, Root_Na+, Seed_density",39.6
"Shoot_weight, Root_K+, Shoot_Na+",39.5
"Shoot_weight, Root_K+, Shoot_K+",38.7
"Shoot_weight, Root_K+, Chlorophyll_A",49.3
"Shoot_weight, Root_K+, Chlorophyll_B",47.6
"Shoot_weight, Root_K+, Stress_Root_weight",50.9
"Shoot_weight, Root_K+, Stress_Shoot_weight",55.2
"Shoot_weight, Root_K+, Stress_Root_length",46.3
"Shoot_weight, Root_K+, Stress_Shoot_length",52
"Shoot_weight, Root_K+, Stress_Root_Na+",37.7
"Shoot_weight, Root_K+, Stress_Root_K+",37.3
"Shoot_weight, Root_K+, Stress_Shoot_Na+",38.8
"Shoot_weight, Root_K+, Stress_Shoot_K+",37.6
"Shoot_weight, Root_K+, SES",48.3
"Shoot_weight, Root_K+, Stress_Chlorophyll_A",50.2
"Shoot_weight, Root_K+, Stress_Chlorophyll_B",49.2
"Shoot_weight, Root_K+, Width_WO_husk",37.6
"Shoot_weight, Root_K+, Length_WO_husk",45.5
"Shoot_weight, Root_K+, Height_WO_husk",42.9
"Shoot_weight, Root_K+, Seed_Weight",47
"Shoot_weight, Root_K+, Root_thickness",55.9
"Shoot_weight, Root_K+, Shoot_thickness",63.8
"Shoot_weight, Root_K+, Stress_Root_thickness",46
"Shoot_weight, Root_K+, Stress_Shoot_thickness",52.8
"Shoot_weight, Root_K+, Lost_Root_weight",49.2
"Shoot_weight, Root_K+, Lost_Shoot_weight",60.5
"Shoot_weight, Root_K+, Lost_Root_length",38.1
"Shoot_weight, Root_K+, Lost_Shoot_length",48.3
"Shoot_weight, Root_K+, Lost_Root_thickness",49.3
"Shoot_weight, Root_K+, Lost_Shoot_thickness",51.2
"Shoot_weight, Root_K+, Lost_Chlorophyll_A",42.3
"Shoot_weight, Root_K+, Lost_Chlorophyll_B",40.1
"Shoot_weight, Root_K+, Seed_volume",45.9
"Shoot_weight, Root_K+, Seed_density",37.3
"Shoot_weight, Shoot_Na+, Shoot_K+",36.9
"Shoot_weight, Shoot_Na+, Chlorophyll_A",48.4
"Shoot_weight, Shoot_Na+, Chlorophyll_B",47.1
"Shoot_weight, Shoot_Na+, Stress_Root_weight",49.9
"Shoot_weight, Shoot_Na+, Stress_Shoot_weight",53.9
"Shoot_weight, Shoot_Na+, Stress_Root_length",44.1
"Shoot_weight, Shoot_Na+, Stress_Shoot_length",51
"Shoot_weight, Shoot_Na+, Stress_Root_Na+",36.8
"Shoot_weight, Shoot_Na+, Stress_Root_K+",35.2
"Shoot_weight, Shoot_Na+, Stress_Shoot_Na+",37.4
"Shoot_weight, Shoot_Na+, Stress_Shoot_K+",37.8
"Shoot_weight, Shoot_Na+, SES",46.6
"Shoot_weight, Shoot_Na+, Stress_Chlorophyll_A",49.1
"Shoot_weight, Shoot_Na+, Stress_Chlorophyll_B",48.4
"Shoot_weight, Shoot_Na+, Width_WO_husk",38
"Shoot_weight, Shoot_Na+, Length_WO_husk",45.2
"Shoot_weight, Shoot_Na+, Height_WO_husk",43.4
"Shoot_weight, Shoot_Na+, Seed_Weight",46.9
"Shoot_weight, Shoot_Na+, Root_thickness",54.9
"Shoot_weight, Shoot_Na+, Shoot_thickness",63.3
"Shoot_weight, Shoot_Na+, Stress_Root_thickness",45.6
"Shoot_weight, Shoot_Na+, Stress_Shoot_thickness",51.2
"Shoot_weight, Shoot_Na+, Lost_Root_weight",48.5
"Shoot_weight, Shoot_Na+, Lost_Shoot_weight",60
"Shoot_weight, Shoot_Na+, Lost_Root_length",37.2
"Shoot_weight, Shoot_Na+, Lost_Shoot_length",46.8
"Shoot_weight, Shoot_Na+, Lost_Root_thickness",47.6
"Shoot_weight, Shoot_Na+, Lost_Shoot_thickness",51.2
"Shoot_weight, Shoot_Na+, Lost_Chlorophyll_A",41.1
"Shoot_weight, Shoot_Na+, Lost_Chlorophyll_B",39.6
"Shoot_weight, Shoot_Na+, Seed_volume",45.5
"Shoot_weight, Shoot_Na+, Seed_density",36.6
"Shoot_weight, Shoot_K+, Chlorophyll_A",48.5
"Shoot_weight, Shoot_K+, Chlorophyll_B",47.2
