uid,Width_WO_husk,Length_WO_husk,Height_WO_husk,Seed Weight,Treatment,Root weight,Shoot weight,Root length,Shoot length,Root Na+,Root K+,Shoot Na+,Shoot K+,SES,Chlorophyll A,Chlorophyll B,Serial no.,Iserial,accession_name
,,,,,Stress,93.0,422.0,9.0,40.5,0.08549065199999999,0.012944383,0.14483073300000002,0.037997027,7.0,0.014674194,0.01454198,,,IRGC 26478
,,,,,Stress,112.0,580.0,10.0,45.5,0.08549065199999999,0.012944383,0.074978125,0.048872223,6.0,0.020195964,0.0199071,,,IRGC 49242
,,,,,Stress,101.0,505.0,9.5,41.0,0.08549065199999999,0.00984764,0.10278377,0.019509476,7.0,0.015075996000000001,0.01467328,,,IRGC 37550
,,,,,Stress,56.0,133.0,7.5,27.0,0.084861434,0.018998513999999998,0.16153578400000002,0.043867997,9.0,0.0029329140000000004,0.00337138,,,IRGC 29432
,,,,,Stress,24.0,160.0,4.5,46.5,0.084861434,0.018998513999999998,0.14415926,0.031586771,9.0,0.0049395179999999995,0.0051712,,,IRGC 38416
,,,,,Stress,37.0,130.0,6.75,30.25,0.08278708900000001,0.010869565,0.12034969699999999,0.034542752,9.0,0.0027925640000000004,0.00301788,,,IRGC 38293
,,,,,Stress,105.0,637.0,9.5,42.5,0.082724859,0.022234609,0.13955152699999998,0.032980305,6.0,0.020273758,0.02030302,,,IRGC 31812
,,,,,Stress,77.0,382.0,10.0,39.5,0.082724859,0.011396011000000001,0.183194253,0.031055901,5.0,0.014905972,0.00932028,,,IRGC 37346
,,,,,Stress,63.0,550.0,8.0,40.0,0.082724859,0.00984764,0.201781862,0.041689892,6.0,0.016162706000000002,0.014968200000000001,,,IRGC 8742
,,,,,Stress,51.0,770.0,9.0,56.5,0.082724859,0.008299269,0.181795553,0.01477146,4.0,0.018332918,0.01723868,,,IRGC 26290
,,,,,Stress,57.0,320.0,6.75,42.5,0.08260039799999999,0.02173913,0.077214424,0.004557676,8.0,0.012937062,0.01249976,,,IRGC 53529
,,,,,Stress,56.0,208.0,7.0,37.5,0.08260039799999999,0.017094017,0.13126452,0.021924935,9.0,0.004127894,0.00459348,,,IRGC 8806
,,,,,Stress,98.0,798.0,8.25,53.0,0.08260039799999999,0.017094017,0.086119869,0.031664189,3.0,0.018753166,0.01744068,,,IRGC 6534
,,,,,Stress,59.0,351.0,9.5,47.5,0.08260039799999999,0.012448903999999998,0.248346907,0.01915216,8.0,0.009819688,0.009726299999999998,,,IRGC 29416
,,,,,Stress,48.0,176.0,7.5,35.5,0.082144042,0.010508278999999999,0.11043257,0.037606838,9.0,0.0008003960000000001,0.00095748,,,IRGC 27567
,,,,,Stress,88.0,715.0,8.5,47.0,0.082040325,0.014725008999999999,0.093281227,0.03841705,6.0,0.020728492,0.02054542,,,IRGC 37967
,,,,,Stress,100.0,724.0,10.5,48.5,0.082040325,0.013563731,0.15856819,0.038267827000000004,5.0,0.02199485,0.02207456,,,IRGC 37754
,,,,,Stress,79.0,457.0,8.5,53.0,0.081906975,0.018819345,0.074415361,0.042129612000000004,7.0,0.017311972,0.01713364,,,IRGC 26504
,,,,,Stress,43.0,165.0,8.0,36.0,0.081906975,0.016164994,0.084210844,0.039458126,8.0,0.0046668379999999995,0.00476114,,,IRGC 66815
,,,,,Stress,92.0,503.0,8.5,44.5,0.081164952,0.013340766,0.11620814300000001,0.028523507000000003,6.0,0.019048302,0.01433594,,,IRGC 38344
,,,,,Stress,,,,,0.080712745,0.016675956999999998,0.137250775,0.034804361,,,,,,IRGC 38251
,,,,,Stress,69.0,205.0,7.0,31.0,0.080712745,0.009708287,0.100997529,0.021573971,9.0,0.00392579,0.00433694,,,IRGC 29072
,,,,,Stress,73.0,449.0,8.0,48.0,0.079959066,0.026879722999999998,0.093650784,0.03393562,7.0,0.017025658,0.01600446,,,IRGC 39559
,,,,,Stress,,,,,0.079959066,0.017589496,0.20572468800000002,0.026350461000000002,,,,,,IRGC 29260
,,,,,Stress,104.0,563.0,8.5,49.0,0.079959066,0.017589496,0.144289276,0.034207091,7.0,0.017782746000000002,0.01749926,,,IRGC 26458
,,,,,Stress,84.0,532.0,11.0,43.0,0.079959066,0.017589496,0.105993685,0.03897131,7.0,0.015988672,0.0107868,,,IRGC 25838
,,,,,Stress,111.0,681.0,11.75,46.0,0.079959066,0.011396011000000001,0.244259005,0.009369856999999999,6.0,0.01855828,0.017907299999999998,,,IRGC 37468
,,,,,Stress,80.0,335.0,9.5,42.0,0.07863839999999998,0.024804905,0.133346895,0.022056796,,,,,,IRGC 38361
,,,,,Stress,106.0,485.0,13.0,42.5,0.07863839999999998,0.022482349,0.130120668,0.037094548,6.0,0.02060338,0.02044644,,,IRGC 31618
,,,,,Stress,67.0,370.0,6.5,43.5,0.07863839999999998,0.020159792,0.142416196,0.037829802999999995,8.0,0.009874224000000001,0.01007374,,,IRGC 79342
,,,,,Stress,80.0,358.0,11.0,31.0,0.07863839999999998,0.012030843999999999,0.176678836,0.03583963,7.0,0.015046321999999999,0.01447936,,,IRGC 8794
,,,,,Stress,76.0,572.0,7.5,45.5,0.07845170900000001,0.01477146,0.21423830100000002,0.021924935,6.0,,,,,IRGC 34034
,,,,,Stress,111.0,600.0,10.0,44.0,0.07845170900000001,0.01477146,0.164951875,0.014616623,7.0,0.024895683999999998,0.03074238,,,IRGC 31665
,,,,,Stress,75.0,380.0,14.0,44.0,0.07845170900000001,0.012448903999999998,0.20696772300000002,0.012657934,8.0,0.013973246000000002,0.01344916,,,IRGC 58824
,,,,,Stress,60.0,265.0,6.5,35.0,0.07845170900000001,0.010126346999999999,0.122007533,0.029728725,8.0,0.008993628,0.01134634,,,IRGC 43860
,,,,,Stress,104.0,540.0,6.5,37.0,0.07845170900000001,0.005481234000000001,0.137072685,0.032807772,8.0,0.017865352,0.017614400000000002,,,IRGC 117318
,,,,,Stress,75.0,467.0,9.0,41.5,0.077846001,0.015198811000000001,0.151192658,0.04515858,5.0,0.012697264,0.0071608999999999996,,,IRGC 29031
,,,,,Stress,57.0,366.0,10.0,41.0,0.077193274,0.017589496,0.165117823,0.037986705,6.0,0.012597816000000001,0.01241088,,,IRGC 6046
,,,,,Stress,75.0,415.0,14.2,42.0,0.077193274,0.011396011000000001,0.138700042,0.028050491,7.0,0.019831054,0.01992528,,,IRGC 26458
,,,,,Stress,106.0,654.0,12.5,47.0,0.077193274,0.00984764,0.19223151300000002,0.034044186000000004,6.0,0.020989944,0.02075146,,,IRGC 77258
,,,,,Stress,,,,,0.07656405599999999,0.025966184,0.12233221300000001,0.043138965999999994,7.0,0.015974236,0.015927700000000003,,,IRGC 63517
,,,,,Stress,50.0,272.0,7.0,36.5,0.07656405599999999,0.013192121999999999,0.13414842,0.033545251,9.0,,,,,IRGC 8742
,,,,,Stress,103.0,529.0,12.0,38.5,0.07656405599999999,0.010869565,0.144053189,0.034044186000000004,7.0,0.013416658,0.01264924,,,IRGC 43860
,,,,,Stress,110.0,629.0,7.5,36.5,0.07656405599999999,0.009708287,0.149923249,0.032980305,5.0,0.023676644,0.02512476,,,IRGC 77293
,,,,,Stress,46.0,245.0,5.75,43.75,0.074527049,0.016127834,0.18383302,0.032137303,9.0,0.0036154159999999998,0.0040804000000000005,,,IRGC 38344
,,,,,Stress,87.0,724.0,10.0,46.0,0.074489711,0.017837235,0.09707932300000001,0.035060508,4.0,0.020000276,0.01946876,,,IRGC 66831
,,,,,Stress,92.0,344.0,11.75,38.0,0.074489711,0.014353399999999999,0.139097245,0.045261984000000005,7.0,0.011348299999999999,0.01085346,,,IRGC 8361
,,,,,Stress,114.0,900.0,11.0,50.5,0.07442748099999999,0.022234609,0.076037172,0.043403939,4.0,0.021609088,0.021280700000000003,,,IRGC 26335
,,,,,Stress,90.0,440.0,12.0,41.5,0.07442748099999999,0.020686238,0.061530752,0.038909655,7.0,0.014747176,0.01421878,,,IRGC 25919
,,,,,Stress,90.0,538.0,10.25,42.0,0.07442748099999999,0.014492753999999998,0.135435839,0.032431337000000005,5.0,0.02244397,0.022866400000000002,,,IRGC 37086
,,,,,Stress,63.0,605.0,10.0,55.0,0.07442748099999999,0.00984764,0.227555592,0.020748173,4.0,0.01589163,0.01484296,,,IRGC 29367
,,,,,Stress,67.0,507.0,9.5,41.0,0.07430302,0.017094017,0.19009293100000002,0.024897807999999997,6.0,0.019065946,0.01981418,,,IRGC 76237
,,,,,Stress,65.0,501.0,9.5,44.0,0.07430302,0.012448903999999998,0.223282443,0.020252693999999998,9.0,0.01494126,0.01449956,,,IRGC 8341
,,,,,Stress,21.0,142.0,9.75,38.0,0.07392963799999999,0.006317354,0.165069015,0.023826699,9.0,0.000291928,0.00074336,,,IRGC 29260
,,,,,Stress,91.0,356.0,8.5,47.75,0.072867574,0.015198811000000001,0.10485119999999999,0.026879722999999998,7.0,0.013456758000000001,0.013382499999999999,,,IRGC 26504
,,,,,Stress,37.0,180.0,7.5,30.5,0.072867574,0.014269788,0.141885164,0.036187645,7.0,0.010089962,0.00951824,,,IRGC 53529
,,,,,Stress,58.0,360.0,10.5,43.5,0.07241536700000001,0.02132107,0.11976307800000001,0.040533974,9.0,0.010052268,0.0100192,,,IRGC 29283
,,,,,Stress,59.0,408.0,8.5,43.5,0.071668603,0.016466927,0.094160935,0.039018952,8.0,0.021474352000000002,0.02100598,,,IRGC 38535
,,,,,Stress,57.0,473.0,7.0,48.0,0.071668603,0.004854143,0.117879021,0.035208385,4.0,0.014554696,0.01393598,,,IRGC 38149
,,,,,Stress,42.0,197.0,6.5,31.5,0.071661688,0.019137867,0.100997529,0.037057682,7.0,0.005026936,0.00052116,,,IRGC 29096
,,,,,Stress,70.0,323.0,6.0,41.5,0.071661688,0.016041125,0.17651288899999998,0.028985507,8.0,0.010922438000000001,0.01105142,,,IRGC 26744
,,,,,Stress,99.0,722.0,6.0,49.5,0.071661688,0.012944383,0.109920503,0.03698395,5.0,,,,,IRGC 77284
,,,,,Stress,99.0,555.0,7.5,38.0,0.071661688,0.011396011000000001,0.206812147,0.037470581,6.0,0.017265456000000002,0.01719222,,,IRGC 117318
,,,,,Stress,81.0,461.0,10.25,41.5,0.071661688,0.011396011000000001,0.118000569,0.024420024,7.0,0.016691223999999998,0.01614384,,,IRGC 26744
,,,,,Stress,87.0,367.0,10.5,40.0,0.071661688,0.00984764,0.269042483,0.036231884,4.0,0.019653812,0.01895568,,,IRGC 29068
,,,,,Stress,51.0,563.0,9.5,47.5,0.071661688,0.00984764,0.19277575,0.009899253,7.0,0.018176528,0.01728716,,,IRGC 27547
,,,,,Stress,75.0,460.0,7.75,44.5,0.071661688,0.00984764,0.136223424,0.025575447999999997,8.0,0.016367216,0.01624686,,,IRGC 31745
,,,,,Stress,140.0,695.0,9.0,50.0,0.071661688,0.00984764,0.10057723699999999,0.035266429,6.0,0.020527992,0.01995356,,,IRGC 37161
,,,,,Stress,105.0,715.0,9.5,52.0,0.071661688,0.006750898000000001,0.18204447399999998,0.032082249,2.0,0.02288908,0.02336736,,,IRGC 38149
,,,,,Stress,109.0,990.0,10.0,52.0,0.071661688,0.005202527,0.19659600100000002,0.024270717,3.0,0.018948853999999998,0.01817192,,,IRGC 26367
,,,,,Stress,50.0,167.0,6.0,32.0,0.071208098,0.019843924,0.123260199,0.032337895,9.0,0.0024436939999999997,0.00276336,,,IRGC 29083
,,,,,Stress,105.0,612.0,11.5,50.0,0.071208098,0.012411743000000001,0.10658115900000001,0.034044186000000004,6.0,0.023583612,0.02500962,,,IRGC 38320
,,,,,Stress,95.0,483.0,11.0,41.0,0.070341022,0.018998513999999998,0.128389225,0.036705875,5.0,0.018555072,0.01381882,,,IRGC 77267
,,,,,Stress,65.0,370.0,6.75,43.0,0.070341022,0.016675956999999998,0.140682044,0.044964697000000005,7.0,0.009060194,0.00905162,,,IRGC 79342
,,,,,Stress,66.0,564.0,9.0,50.5,0.070341022,0.016675956999999998,0.093471767,0.053237038,7.0,0.019375518,0.018816299999999998,,,IRGC 37272
,,,,,Stress,50.0,470.0,6.5,38.5,0.070341022,0.015514678999999998,0.105263555,0.026097091,5.0,0.01281195,0.0070195,,,IRGC 31655
,,,,,Stress,104.0,537.0,7.5,42.0,0.070341022,0.015514678999999998,0.096133808,0.039667107,4.0,0.022468832,0.02268662,,,IRGC 8497
,,,,,Stress,,,,,0.070341022,0.014353399999999999,0.12136298300000001,0.03996862,9.0,0.00550573,0.00593678,,,IRGC 29333
,,,,,Stress,101.0,478.0,9.5,48.0,0.070341022,0.014353399999999999,0.11418908900000001,0.031010136,7.0,0.012307492,0.00713262,,,IRGC 37478
,,,,,Stress,24.0,123.0,4.5,37.0,0.070154331,0.010126346999999999,0.216433915,0.03701798,8.0,,,,,IRGC 29377
,,,,,Stress,105.0,602.0,7.5,43.0,0.070154331,0.00780379,0.19009293100000002,0.024897807999999997,7.0,0.017190068,0.01645896,,,IRGC 43862
,,,,,Stress,92.0,346.0,8.0,41.0,0.070053577,0.010856293000000001,0.137383395,0.028384607000000003,8.0,0.011987494,0.0122816,,,IRGC 29031
,,,,,Stress,57.0,400.0,12.0,37.5,0.069548623,0.017985879,0.112667801,0.034314539,6.0,0.015152988000000001,0.0143925,,,IRGC 26802
,,,,,Stress,,,,,0.068986772,0.010192706,0.119455039,0.043191939000000006,,,,,,IRGC 28947
,,,,,Stress,125.0,873.0,9.75,52.0,0.068895896,0.012944383,0.114842485,0.034809911,4.0,0.021196057999999997,0.0208565,,,IRGC 38149
,,,,,Stress,105.0,481.0,10.0,42.0,0.068895896,0.00984764,0.147094074,0.026735207999999996,6.0,0.01294829,0.01181498,,,IRGC 27522
,,,,,Stress,2.0,5.0,3.5,6.5,0.068895896,0.008299269,0.173895575,0.021318625,9.0,,,,,IRGC 79342
,,,,,Stress,69.0,409.0,10.5,48.0,0.068266678,0.018998513999999998,0.13693865,0.041734557,7.0,0.017421044,0.0164933,,,IRGC 29297
,,,,,Stress,38.0,173.0,4.5,30.25,0.068266678,0.014353399999999999,0.165494976,0.026350461000000002,8.0,0.007328676,0.007373,,,IRGC 8855
,,,,,Stress,75.0,329.0,11.5,38.0,0.068266678,0.010869565,0.10661208800000001,0.037904125,7.0,0.016514783999999998,0.01587114,,,IRGC 66831
,,,,,Stress,64.0,412.0,9.75,46.0,0.068266678,0.010869565,0.084718357,0.024678653,8.0,0.010119636,0.0100293,,,IRGC 31801
,,,,,Stress,90.0,471.0,10.5,38.0,0.068266678,0.00738573,0.143118558,0.026012635,5.0,0.015824262,0.01510354,,,IRGC 37550
,,,,,Stress,90.0,363.0,6.0,32.0,0.06790021,0.011117305,0.162737427,0.037648263,7.0,,,,,IRGC 49375
,,,,,Stress,44.0,183.0,7.0,39.4,0.067889147,0.014269788,0.09919515400000001,0.031029357,5.0,0.013415856,0.00751844,,,IRGC 77285
,,,,,Stress,119.0,978.0,6.5,52.0,0.067889147,0.014269788,0.086119869,0.043276972999999996,4.0,0.019327398,0.01861228,,,IRGC 49094
,,,,,Stress,37.0,170.0,5.0,39.0,0.067889147,0.012411743000000001,0.10589333,0.029308036000000003,8.0,0.005759964,0.00568226,,,IRGC 29377
,,,,,Stress,113.0,742.0,13.0,47.5,0.06763746,0.013439861,0.110424273,0.034477062999999995,5.0,0.02102042,0.0205232,,,IRGC 31841
,,,,,Stress,84.0,499.0,9.0,49.0,0.066254564,0.37718320299999997,0.103803914,0.035164201,,,,,,IRGC 37182
,,,,,Stress,50.0,224.0,6.0,35.5,0.066254564,0.021181717000000003,0.149054099,0.034113712000000004,9.0,0.00574232,0.00606202,,,IRGC 8840
,,,,,Stress,40.0,239.0,5.0,38.25,0.066254564,0.008020562,0.09353910800000001,0.028985507,8.0,0.00865358,0.00890012,,,IRGC 86973
,,,,,Stress,53.0,297.0,8.5,36.0,0.06622967099999999,0.00776663,0.13326511,0.042218919,8.0,0.01488512,0.014079399999999999,,,IRGC 37596
,,,,,Stress,58.0,293.0,8.0,44.5,0.06619233299999999,0.031772575,0.12500254,0.027226052,,,,,,IRGC 49333
,,,,,Stress,88.0,410.0,10.5,46.25,0.06619233299999999,0.014353399999999999,0.151296762,0.038116473,6.0,0.015757696,0.01082518,,,IRGC 26638
,,,,,Stress,34.0,127.0,9.0,25.75,0.06619233299999999,0.010869565,0.153560761,0.034373838999999996,9.0,0.0033667959999999996,0.0038077,,,IRGC 29230
,,,,,Stress,83.0,552.0,9.0,42.0,0.06619233299999999,0.00738573,0.005346928000000001,0.012897021000000002,6.0,0.014856248,0.01407536,,,IRGC 37596
,,,,,Stress,46.0,257.0,5.5,33.0,0.06619233299999999,0.005063174,0.010274626,0.028384607000000003,5.0,0.012084536000000002,0.01169984,,,IRGC 29116
,,,,,Stress,96.0,591.0,9.5,39.5,0.066130103,0.019137867,0.17617207199999999,0.043034727,5.0,0.022269134,0.02289468,,,IRGC 31812
,,,,,Stress,44.0,145.0,6.5,32.5,0.066130103,0.016041125,0.193915796,0.043867997,9.0,0.0019512660000000001,0.00247248,,,IRGC 29221
,,,,,Stress,71.0,386.0,9.5,38.5,0.066130103,0.014492753999999998,0.18687836600000002,0.037041033,7.0,0.014978954,0.014402600000000002,,,IRGC 29031
,,,,,Stress,60.0,293.0,12.0,33.0,0.066130103,0.012944383,0.133898938,0.031122259,5.0,0.013034104,0.0072518,,,IRGC 38130
,,,,,Stress,48.0,249.0,9.0,34.5,0.066130103,0.011396011000000001,0.15806505099999998,0.02263437,8.0,0.006213094000000001,0.00631048,,,IRGC 8593
,,,,,Stress,106.0,662.0,9.0,44.5,0.066005642,0.005481234000000001,0.21523398600000002,0.019695281000000002,5.0,0.01699839,0.01623676,,,IRGC 27536
,,,,,Stress,92.0,590.0,9.5,43.5,0.06563226,0.01270903,0.10628074400000001,0.032390999,6.0,0.017096234,0.01633372,,,IRGC 37815
,,,,,Stress,39.0,404.0,7.5,36.5,0.06487166700000001,0.017310789,0.118680164,0.036169949,7.0,0.014027781999999999,0.01336634,,,IRGC 25880
,,,,,Stress,73.0,249.0,11.0,42.0,0.064570196,0.017985879,0.150163246,0.046148660999999994,8.0,0.010721136000000001,0.0110595,,,IRGC 26772
,,,,,Stress,46.0,397.0,7.5,43.25,0.064570196,0.015198811000000001,0.092515765,0.044210549,7.0,0.008286264,0.00803152,,,IRGC 26384
,,,,,Stress,88.0,402.0,11.0,40.0,0.064570196,0.014269788,0.138520955,0.032701598,5.0,0.017466758,0.01647108,,,IRGC 29004
,,,,,Stress,71.0,596.0,9.5,44.0,0.064570196,0.013340766,0.093228489,0.0365892,6.0,0.01471269,0.01362288,,,IRGC 38390
,,,,,Stress,104.0,490.0,11.5,43.4,0.064570196,0.008695652,0.10205775,0.047434804000000004,6.0,0.022799256,0.023522900000000003,,,IRGC 77226
,,,,,Stress,74.0,442.0,8.0,38.0,0.064117989,0.014353399999999999,0.1368865,0.028822362,5.0,0.017562998,0.01702052,,,IRGC 34749
,,,,,Stress,68.0,346.0,9.0,36.5,0.064117989,0.013192121999999999,0.141814044,0.027499071,7.0,0.016558893999999998,0.01645896,,,IRGC 37562
,,,,,Stress,97.0,623.0,8.5,42.0,0.064117989,0.011566332,0.11530392099999999,0.028799703,5.0,0.010689858,0.01017474,,,IRGC 31611
,,,,,Stress,53.0,135.0,9.0,31.5,0.064117989,0.010869565,0.126251157,0.026208218,9.0,0.002480586,0.00275528,,,IRGC 29432
,,,,,Stress,,,,,0.063488771,0.0327945,0.077554555,0.036812523,,,,,,IRGC 37793
,,,,,Stress,70.0,327.0,8.0,37.5,0.063488771,0.013439861,0.141435723,0.031664189,8.0,0.008291878,0.0084739,,,IRGC 8482
,,,,,Stress,108.0,328.0,12.0,41.0,0.06336431,0.020686238,0.11972939999999999,0.038267827000000004,8.0,0.007508324,0.00769014,,,IRGC 29416
,,,,,Stress,71.0,450.0,6.5,39.5,0.06336431,0.016041125,0.100121695,0.029165681000000002,6.0,0.021368487999999998,0.02111708,,,IRGC 29096
,,,,,Stress,44.0,274.0,6.75,34.0,0.06336431,0.008299269,0.19566726,0.026350461000000002,6.0,0.018091516000000002,0.01783054,,,IRGC 26390
,,,,,Stress,100.0,507.0,10.5,53.0,0.06291072,0.014269788,0.11315003400000001,0.035107278,,,,,,IRGC 26411
,,,,,Stress,107.0,760.0,8.5,46.0,0.06291072,0.010553698,0.13793403199999998,0.018491975,6.0,0.020732502,0.02046462,,,IRGC 49094
,,,,,Stress,118.0,435.0,10.0,44.0,0.06291072,0.010553698,0.12421174900000001,0.034621578,7.0,0.011479026000000002,0.0121301,,,IRGC 27540
,,,,,Stress,90.0,472.0,10.0,45.0,0.062105875,0.008794748,0.121753105,0.03051106,6.0,0.019640178,0.01943846,,,IRGC 27540
,,,,,Stress,47.0,295.0,5.5,29.5,0.062043644,0.018998513999999998,0.067124095,0.000602917,7.0,0.01662947,0.01626908,,,IRGC 66801
,,,,,Stress,67.0,357.0,9.5,47.0,0.061856953,0.010126346999999999,0.188587549,0.011400435,8.0,9.379999999999999e-05,0.0002323,,,IRGC 38145
,,,,,Stress,79.0,550.0,11.5,47.0,0.061856953,0.00780379,0.135780665,0.017784148,7.0,0.020673154,0.02010304,,,IRGC 29377
,,,,,Stress,,,,,0.06129688,0.012983092,0.06298105,0.03592221,8.0,0.016411326,0.01655592,,,IRGC 38361
,,,,,Stress,165.0,699.0,11.5,43.25,0.061251245,0.020772947,0.11342823099999999,0.028765294,5.0,0.01847808,0.01776994,,,IRGC 34034
,,,,,Stress,2.0,5.0,6.0,9.5,0.061251245,0.018914902,0.10258878199999999,0.035971758,9.0,,,,,IRGC 117317
,,,,,Stress,78.0,613.0,8.0,45.0,0.061251245,0.018914902,0.09595088,0.041545894,3.0,0.016254936,0.01073832,,,IRGC 66831
,,,,,Stress,45.0,232.0,9.5,34.5,0.061251245,0.012411743000000001,0.109137002,0.044197759,7.0,0.00621951,0.00654278,,,IRGC 83865
,,,,,Stress,89.0,595.0,8.0,45.5,0.061251245,0.01148272,0.119289281,0.035346072,7.0,0.023255593999999997,0.02621556,,,IRGC 26399
,,,,,Stress,100.0,508.0,12.25,43.0,0.061251245,0.010553698,0.165298201,0.021650267,5.0,0.022074247999999998,0.02247048,,,IRGC 29131
,,,,,Stress,10.0,20.0,4.0,9.5,0.061251245,0.009624675,0.145322649,0.036705875,9.0,0.015355893999999998,0.02495306,,,IRGC 43826
,,,,,Stress,73.0,426.0,11.0,40.75,0.060722978,0.014988231999999999,0.096279757,0.046214655,4.0,0.005828936,0.00622766,,,IRGC 53483
,,,,,Stress,73.0,575.0,8.5,53.5,0.060722978,0.01189149,0.191625762,0.020731873999999997,6.0,0.013522522,0.01289164,,,IRGC 31727
,,,,,Stress,128.0,678.0,10.5,47.5,0.060722978,0.009568933,0.026268523,0.0056615730000000005,5.0,0.02156177,0.02148674,,,IRGC 53541
,,,,,Stress,84.0,630.0,13.5,45.5,0.060598518,0.016041125,0.150864771,0.037904125,7.0,0.02025852,0.01986266,,,IRGC 34709
,,,,,Stress,78.0,575.0,7.5,47.5,0.060598518,0.008299269,0.091042265,0.029985007,6.0,0.015960602,0.01494396,,,IRGC 37967
,,,,,Stress,2.0,5.0,6.0,31.0,0.060598518,0.006750898000000001,0.172513312,0.029728725,9.0,,,,,IRGC 8593
,,,,,Stress,110.0,463.0,8.75,44.0,0.059969299999999996,0.017837235,0.141935965,0.031017981,8.0,0.015772132,0.01558228,,,IRGC 37468
,,,,,Stress,77.0,568.0,9.0,47.5,0.059969299999999996,0.013192121999999999,0.137072685,0.046079524000000004,6.0,0.013122324,0.00753056,,,IRGC 37951
,,,,,Stress,29.0,66.0,5.75,6.75,0.059969299999999996,0.013192121999999999,0.105263555,0.032431337000000005,9.0,0.002009812,0.00464398,,,IRGC 58736
,,,,,Stress,81.0,496.0,6.5,48.5,0.059969299999999996,0.010869565,0.11254563599999999,0.035971758,6.0,0.01790866,0.01716394,,,IRGC 37845
,,,,,Stress,85.0,247.0,6.5,36.55,0.059969299999999996,0.006224451999999999,0.12672862,0.035178992,8.0,0.011243238000000001,0.01098678,,,IRGC 8667
,,,,,Stress,3.0,15.0,3.0,9.0,0.059591769,0.017056856000000002,0.107238005,0.020990891,9.0,,,,,IRGC 117317
,,,,,Stress,51.0,289.0,7.0,30.75,0.059591769,0.013340766,0.08817347099999999,0.03583963,7.0,0.020317868,0.02018788,,,IRGC 43915
,,,,,Stress,154.0,615.0,8.0,45.5,0.059591769,0.010553698,0.136437755,0.033767953999999996,5.0,0.018737126,0.0180285,,,IRGC 38416
,,,,,Stress,47.0,165.0,8.5,38.5,0.059591769,0.010553698,0.104924117,0.026857201,9.0,0.007103314,0.00844158,,,IRGC 38293
,,,,,Stress,68.0,577.0,7.0,46.0,0.059591769,0.008695652,0.112601491,0.024290544,6.0,0.017300744,0.01638826,,,IRGC 37967
,,,,,Stress,57.0,360.0,8.5,37.0,0.059340082,0.02582683,0.050677832,0.0365892,7.0,0.013614751999999999,0.01309162,,,IRGC 8806
,,,,,Stress,157.0,880.0,12.5,56.5,0.059340082,0.014988231999999999,0.12873843,0.029646146,6.0,0.017017638,0.01664682,,,IRGC 37272
,,,,,Stress,94.0,350.0,11.0,45.5,0.057974965999999996,0.008865531,0.145956668,0.018061928999999997,8.0,0.011257673999999999,0.01083326,,,IRGC 26802
,,,,,Stress,81.0,534.0,9.0,38.5,0.057974965999999996,0.008201943,0.132486498,0.037768994,5.0,0.013090244,0.01223312,,,IRGC 8361
,,,,,Stress,,,,,0.057957185999999994,0.021955902000000003,0.103200142,0.040876997000000005,,,,,,IRGC 38426
,,,,,Stress,49.0,210.0,7.0,32.0,0.057957185999999994,0.015839836,0.073477892,0.03846842,,,,,,IRGC 53479
,,,,,Stress,120.0,908.0,11.0,51.0,0.057957185999999994,0.014214046999999999,0.119911418,0.037417189,5.0,0.024159447999999997,0.028098200000000004,,,IRGC 37149
,,,,,Stress,80.0,650.0,7.0,50.5,0.057957185999999994,0.013439861,0.11132792400000001,0.031010136,4.0,0.018019336,0.01284518,,,IRGC 38522
,,,,,Stress,117.0,670.0,8.0,55.5,0.057957185999999994,0.010343119,0.161836587,0.0134286,3.0,0.019305744,0.01836382,,,IRGC 37272
,,,,,Stress,61.0,460.0,7.5,40.5,0.057957185999999994,0.009568933,0.10792974,0.026298488,3.0,0.020765383999999998,0.02061814,,,IRGC 37149
,,,,,Stress,57.0,397.0,10.5,49.5,0.057932292999999996,0.014269788,0.082697201,0.03846842,9.0,0.01294428,0.01274822,,,IRGC 5809
,,,,,Stress,36.0,221.0,7.5,26.0,0.057932292999999996,0.012411743000000001,0.122881492,0.032006329,9.0,0.002839882,0.00308252,,,IRGC 27522
,,,,,Stress,66.0,402.0,9.5,46.5,0.057932292999999996,0.012411743000000001,0.119938599,0.028706799999999998,5.0,0.017729814,0.01731948,,,IRGC 29036
,,,,,Stress,87.0,432.0,8.0,38.5,0.057932292999999996,0.01148272,0.10441595199999999,0.049776057,5.0,0.019820628,0.01898598,,,IRGC 117317
,,,,,Stress,50.0,287.0,6.0,30.0,0.057932292999999996,0.010553698,0.13398289900000002,0.040611562000000004,7.0,0.009127561999999999,0.008756700000000001,,,IRGC 8855
,,,,,Stress,95.0,445.0,8.5,49.0,0.057894955,0.017837235,0.10676810699999999,0.026755853,5.0,0.01830164,0.017513400000000002,,,IRGC 8840
,,,,,Stress,124.0,490.0,11.0,44.5,0.057894955,0.015514678999999998,0.183194253,0.034373838999999996,8.0,0.014124824,0.0135643,,,IRGC 29004
,,,,,Stress,106.0,532.0,11.0,39.0,0.057894955,0.015514678999999998,0.148086363,0.035107278,7.0,0.019510253999999998,0.01884256,,,IRGC 38390
,,,,,Stress,,,,,0.057894955,0.009708287,0.104022918,0.021318625,,,,,,IRGC 43860
